code,code,name,network,elevation_m,site_property,GEO_ID,STATE,NAME,LSAD,CENSUSAREA,geometry,x,y,depth,anomoly
368_UT_SNTL,368_UT_SNTL,Brown Duck,SNOTEL,3222.955078125,"{'county': 'Duchesne', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140600030604|HUD=14060003|TimeZone=-8.0|actonId=10J30S|shefId=BNDU1|stationTriplet=368:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-110.58586883544922 40.58102035522461),-110.58586883544922,40.58102035522461,52.0,-12.05263157894737
371_UT_SNTL,371_UT_SNTL,Buck Flat,SNOTEL,2867.86328125,"{'county': 'Sanpete', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140600090302|HUD=14060009|TimeZone=-8.0|actonId=11K31S|shefId=BUFU1|stationTriplet=371:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-111.43721771240234 39.13399887084961),-111.43721771240234,39.13399887084961,21.0,-12.399999999999999
374_UT_SNTL,374_UT_SNTL,Bug Lake,SNOTEL,2434.4375,"{'county': 'Rich', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160102010102|HUD=16010203|TimeZone=-8.0|actonId=11H37S|shefId=BULU1|stationTriplet=374:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-111.41986846923828 41.68540954589844),-111.41986846923828,41.68540954589844,43.0,-15.347826086956523
383_UT_SNTL,383_UT_SNTL,Camp Jackson,SNOTEL,2699.91845703125,"{'county': 'San Juan', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1985 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=140802010301|HUD=14080203|TimeZone=-8.0|actonId=09M02S|shefId=CJSU1|stationTriplet=383:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-109.48722839355469 37.813331604003906),-109.48722839355469,37.813331604003906,1.0,-9.96
1039_UT_SNTL,1039_UT_SNTL,Cascade Mountain,SNOTEL,2369.51513671875,"{'county': 'Utah', 'state': 'Utah', 'site_comments': 'beginDate=10/17/2002 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160202030505|HUD=16020203|TimeZone=-8.0|actonId=11J70S|shefId=CAMU1|stationTriplet=1039:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-111.60991668701172 40.28300094604492),-111.60991668701172,40.28300094604492,33.0,-7.450000000000003
390_UT_SNTL,390_UT_SNTL,Castle Valley,SNOTEL,2928.213623046875,"{'county': 'Iron', 'state': 'Utah', 'site_comments': 'beginDate=6/21/1980 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160300010201|HUD=16030001|TimeZone=-8.0|actonId=12M13S|shefId=CVYU1|stationTriplet=390:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-112.74092864990234 37.660980224609375),-112.74092864990234,37.660980224609375,20.0,-11.10526315789474
392_UT_SNTL,392_UT_SNTL,Chalk Creek #1,SNOTEL,2795.32080078125,"{'county': 'Summit', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160201010301|HUD=16020101|TimeZone=-8.0|actonId=11J01S|shefId=CHCU1|stationTriplet=392:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-111.04765319824219 40.85464096069336),-111.04765319824219,40.85464096069336,50.0,-19.880000000000003
393_UT_SNTL,393_UT_SNTL,Chalk Creek #2,SNOTEL,2501.79833984375,"{'county': 'Summit', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160201010301|HUD=16020101|TimeZone=-8.0|actonId=11J02S|shefId=CCKU1|stationTriplet=393:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-111.06954193115234 40.88528823852539),-111.06954193115234,40.88528823852539,39.0,-12.880000000000003
983_UT_SNTL,983_UT_SNTL,Clayton Springs,SNOTEL,3062.935302734375,"{'county': 'Garfield', 'state': 'Utah', 'site_comments': 'beginDate=10/1/2000 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160300020501|HUD=16030002|TimeZone=-8.0|actonId=11M06S|shefId=CSPU1|stationTriplet=983:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-111.83354949951172 37.97249984741211),-111.83354949951172,37.97249984741211,14.0,-12.863636363636367
399_UT_SNTL,399_UT_SNTL,Clear Creek #1,SNOTEL,2735.580078125,"{'county': 'Utah', 'state': 'Utah', 'site_comments': 'beginDate=1/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160202020102|HUD=16020202|TimeZone=-8.0|actonId=11K21S|shefId=CLCU1|stationTriplet=399:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-111.28363037109375 39.8667106628418),-111.28363037109375,39.8667106628418,26.0,-16.4
400_UT_SNTL,400_UT_SNTL,Clear Creek #2,SNOTEL,2388.717529296875,"{'county': 'Utah', 'state': 'Utah', 'site_comments': 'beginDate=10/1/1978 12:00:00 AM|endDate=1/1/2100 12:00:00 AM|HUC=160202020102|HUD=16020202|TimeZone=-8.0|actonId=11K22S|shefId=CRKU1|stationTriplet=400:UT:SNTL|isActive=True', 'pos_accuracy_m': '0'}",0400000US49,49,Utah,,82169.62,POINT (-111.25154113769531 39.89274978637695),-111.25154113769531,39.89274978637695,28.0,-10.05263157894737
